ActionPerformed,ConnectionClassification,Priority,Date-Time,SourceIP,SourcePort,DestinationIP,DestinationPort,TimeToLive,TypeOfService,DataGramLength,AllFlags,Seq,Ack,Win,TCP_length,TCP_Options,NOP_NOP_TS,MSS,NOP_WS
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408526,10.2.197.245,60270,154.241.88.201,80,61,0x0 ,268,***AP*** ,0x553F0E7C ,0x3CA87F77 ,0xB7 ,32.0,3.0,1466004138648791,0,0
 WEB-CGI bb-hist.sh access  ,1,2,1573408526,10.2.197.245,60271,154.241.88.201,80,61,0x0 ,271,***AP*** ,0x5589C40A ,0x3CF9369F ,0xB7 ,32.0,3.0,1466020138648855,0,0
 WEB-CGI bb-hist.sh attempt  ,1,1,1573408526,10.2.197.245,60271,154.241.88.201,80,61,0x0 ,271,***AP*** ,0x5589C40A ,0x3CF9369F ,0xB7 ,32.0,3.0,1466020138648855,0,0
 ET WEB Philips VOIP841 Web Server Directory Traversal  ,1,1,1573408526,10.2.197.245,60271,154.241.88.201,80,61,0x0 ,271,***AP*** ,0x5589C40A ,0x3CF9369F ,0xB7 ,32.0,3.0,1466020138648855,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408526,10.2.197.245,60271,154.241.88.201,80,240,0x10 ,259,***AP*** ,0x5589C40A ,0x3CF938D8 ,0x1B00 ,20.0,0.0,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408526,10.2.197.245,60271,154.241.88.201,80,240,0x10 ,259,***AP*** ,0x5589C40A ,0x3CF938D8 ,0x1B00 ,20.0,0.0,0,0,0
 ET WEB Philips VOIP841 Web Server Directory Traversal  ,1,1,1573408526,10.2.197.245,60272,154.241.88.201,80,61,0x0 ,276,***AP*** ,0x55D262B2 ,0x3CA047DE ,0xB7 ,32.0,3.0,1466036138648919,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408526,10.2.197.245,60272,154.241.88.201,80,61,0x0 ,276,***AP*** ,0x55D262B2 ,0x3CA047DE ,0xB7 ,32.0,3.0,1466036138648919,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408526,10.2.197.245,60272,154.241.88.201,80,61,0x0 ,276,***AP*** ,0x55D262B2 ,0x3CA047DE ,0xB7 ,32.0,3.0,1466036138648919,0,0
 WEB-CGI commerce.cgi arbitrary file access attempt  ,1,2,1573408527,10.2.197.245,60273,154.241.88.201,80,61,0x0 ,282,***AP*** ,0x563E824A ,0x3C28F042 ,0xB7 ,32.0,3.0,1466052138648985,0,0
 WEB-CGI commerce.cgi access  ,1,2,1573408527,10.2.197.245,60273,154.241.88.201,80,61,0x0 ,282,***AP*** ,0x563E824A ,0x3C28F042 ,0xB7 ,32.0,3.0,1466052138648985,0,0
 ET WEB Philips VOIP841 Web Server Directory Traversal  ,1,1,1573408527,10.2.197.245,60273,154.241.88.201,80,61,0x0 ,282,***AP*** ,0x563E824A ,0x3C28F042 ,0xB7 ,32.0,3.0,1466052138648985,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573408527,10.2.197.245,60273,154.241.88.201,80,240,0x10 ,270,***AP*** ,0x563E824A ,0x3C28F295 ,0x1B00 ,20.0,0.0,0,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408527,10.2.197.245,60273,154.241.88.201,80,240,0x10 ,270,***AP*** ,0x563E824A ,0x3C28F295 ,0x1B00 ,20.0,0.0,0,0,0
 WEB-CGI cgiforum.pl access  ,1,2,1573408527,10.2.197.245,60274,154.241.88.201,80,61,0x0 ,277,***AP*** ,0x55ED5C97 ,0x3CFEE591 ,0xB7 ,32.0,3.0,1466068138649047,0,0
 WEB-CGI cgiforum.pl attempt  ,1,1,1573408527,10.2.197.245,60274,154.241.88.201,80,61,0x0 ,277,***AP*** ,0x55ED5C97 ,0x3CFEE591 ,0xB7 ,32.0,3.0,1466068138649047,0,0
 ET WEB Philips VOIP841 Web Server Directory Traversal  ,1,1,1573408527,10.2.197.245,60274,154.241.88.201,80,61,0x0 ,277,***AP*** ,0x55ED5C97 ,0x3CFEE591 ,0xB7 ,32.0,3.0,1466068138649047,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573408527,10.2.197.245,60274,154.241.88.201,80,240,0x10 ,265,***AP*** ,0x55ED5C97 ,0x3CFEE7DA ,0x1B00 ,20.0,0.0,0,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408527,10.2.197.245,60274,154.241.88.201,80,240,0x10 ,265,***AP*** ,0x55ED5C97 ,0x3CFEE7DA ,0x1B00 ,20.0,0.0,0,0,0
 WEB-CGI cal_make.pl directory traversal attempt  ,1,1,1573408527,10.2.197.245,60275,154.241.88.201,80,61,0x0 ,269,***AP*** ,0x55B61602 ,0x3C90A273 ,0xB7 ,32.0,3.0,1466084138649110,0,0
 WEB-CGI cal_make.pl access  ,1,2,1573408527,10.2.197.245,60275,154.241.88.201,80,61,0x0 ,269,***AP*** ,0x55B61602 ,0x3C90A273 ,0xB7 ,32.0,3.0,1466084138649110,0,0
 ET WEB Philips VOIP841 Web Server Directory Traversal  ,1,1,1573408527,10.2.197.245,60275,154.241.88.201,80,61,0x0 ,269,***AP*** ,0x55B61602 ,0x3C90A273 ,0xB7 ,32.0,3.0,1466084138649110,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573408527,10.2.197.245,60275,154.241.88.201,80,240,0x10 ,257,***AP*** ,0x55B61602 ,0x3C90A4AC ,0x1B00 ,20.0,0.0,0,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408527,10.2.197.245,60275,154.241.88.201,80,240,0x10 ,257,***AP*** ,0x55B61602 ,0x3C90A4AC ,0x1B00 ,20.0,0.0,0,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408527,10.2.197.245,60276,154.241.88.201,80,61,0x0 ,241,***AP*** ,0x55E21A9D ,0x3C516751 ,0xB7 ,32.0,3.0,1466099138649173,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408527,10.2.197.245,60276,154.241.88.201,80,61,0x0 ,241,***AP*** ,0x55E21A9D ,0x3C516751 ,0xB7 ,32.0,3.0,1466099138649173,0,0
 WEB-CGI directorypro.cgi access  ,1,2,1573408527,10.2.197.245,60277,154.241.88.201,80,61,0x0 ,289,***AP*** ,0x563873BD ,0x3CFA9E02 ,0xB7 ,32.0,3.0,1466115138649236,0,0
 WEB-CGI directorypro.cgi attempt  ,1,1,1573408527,10.2.197.245,60277,154.241.88.201,80,61,0x0 ,289,***AP*** ,0x563873BD ,0x3CFA9E02 ,0xB7 ,32.0,3.0,1466115138649236,0,0
 ET WEB Philips VOIP841 Web Server Directory Traversal  ,1,1,1573408527,10.2.197.245,60277,154.241.88.201,80,61,0x0 ,289,***AP*** ,0x563873BD ,0x3CFA9E02 ,0xB7 ,32.0,3.0,1466115138649236,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573408527,10.2.197.245,60277,154.241.88.201,80,240,0x10 ,277,***AP*** ,0x563873BD ,0x3CFAA067 ,0x1B00 ,20.0,0.0,0,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408527,10.2.197.245,60277,154.241.88.201,80,240,0x10 ,277,***AP*** ,0x563873BD ,0x3CFAA067 ,0x1B00 ,20.0,0.0,0,0,0
 WEB-CGI emumail.cgi NULL attempt  ,1,2,1573408527,10.2.197.245,60278,154.241.88.201,80,61,0x0 ,298,***AP*** ,0x56321932 ,0x3CD8D1FF ,0xB7 ,32.0,3.0,1466131138649300,0,0
 WEB-CGI emumail.cgi access  ,1,2,1573408527,10.2.197.245,60278,154.241.88.201,80,61,0x0 ,298,***AP*** ,0x56321932 ,0x3CD8D1FF ,0xB7 ,32.0,3.0,1466131138649300,0,0
 ET WEB Philips VOIP841 Web Server Directory Traversal  ,1,1,1573408527,10.2.197.245,60278,154.241.88.201,80,61,0x0 ,298,***AP*** ,0x56321932 ,0x3CD8D1FF ,0xB7 ,32.0,3.0,1466131138649300,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573408527,10.2.197.245,60278,154.241.88.201,80,240,0x10 ,286,***AP*** ,0x56321932 ,0x3CD8D472 ,0x1B00 ,20.0,0.0,0,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408527,10.2.197.245,60278,154.241.88.201,80,240,0x10 ,286,***AP*** ,0x56321932 ,0x3CD8D472 ,0x1B00 ,20.0,0.0,0,0,0
 WEB-CGI emumail.cgi NULL attempt  ,1,2,1573408527,10.2.197.245,60279,154.241.88.201,80,61,0x0 ,290,***AP*** ,0x5663F5C5 ,0x3CB75814 ,0xB7 ,32.0,3.0,1466149138649371,0,0
 WEB-CGI emumail.cgi access  ,1,2,1573408527,10.2.197.245,60279,154.241.88.201,80,61,0x0 ,290,***AP*** ,0x5663F5C5 ,0x3CB75814 ,0xB7 ,32.0,3.0,1466149138649371,0,0
 ET WEB Philips VOIP841 Web Server Directory Traversal  ,1,1,1573408527,10.2.197.245,60279,154.241.88.201,80,61,0x0 ,290,***AP*** ,0x5663F5C5 ,0x3CB75814 ,0xB7 ,32.0,3.0,1466149138649371,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573408527,10.2.197.245,60279,154.241.88.201,80,240,0x10 ,278,***AP*** ,0x5663F5C5 ,0x3CB75A77 ,0x1B00 ,20.0,0.0,0,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408527,10.2.197.245,60279,154.241.88.201,80,240,0x10 ,278,***AP*** ,0x5663F5C5 ,0x3CB75A77 ,0x1B00 ,20.0,0.0,0,0,0
 WEB-CGI emumail.cgi NULL attempt  ,1,2,1573408527,10.2.197.245,60280,154.241.88.201,80,61,0x0 ,299,***AP*** ,0x55EC7502 ,0x3CB867AA ,0xB7 ,32.0,3.0,1466168138649446,0,0
 WEB-CGI emumail.cgi access  ,1,2,1573408527,10.2.197.245,60280,154.241.88.201,80,61,0x0 ,299,***AP*** ,0x55EC7502 ,0x3CB867AA ,0xB7 ,32.0,3.0,1466168138649446,0,0
 ET WEB Philips VOIP841 Web Server Directory Traversal  ,1,1,1573408527,10.2.197.245,60280,154.241.88.201,80,61,0x0 ,299,***AP*** ,0x55EC7502 ,0x3CB867AA ,0xB7 ,32.0,3.0,1466168138649446,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573408527,10.2.197.245,60280,154.241.88.201,80,240,0x10 ,287,***AP*** ,0x55EC7502 ,0x3CB86A1F ,0x1B00 ,20.0,0.0,0,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408527,10.2.197.245,60280,154.241.88.201,80,240,0x10 ,287,***AP*** ,0x55EC7502 ,0x3CB86A1F ,0x1B00 ,20.0,0.0,0,0,0
 WEB-CGI faxsurvey access  ,1,2,1573408527,10.2.197.245,60281,154.241.88.201,80,61,0x0 ,238,***AP*** ,0x5667CECD ,0x3CD1566A ,0xB7 ,32.0,3.0,1466184138649510,0,0
 WEB-MISC cat%20 access  ,1,2,1573408527,10.2.197.245,60281,154.241.88.201,80,61,0x0 ,238,***AP*** ,0x5667CECD ,0x3CD1566A ,0xB7 ,32.0,3.0,1466184138649510,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408527,10.2.197.245,60281,154.241.88.201,80,61,0x0 ,238,***AP*** ,0x5667CECD ,0x3CD1566A ,0xB7 ,32.0,3.0,1466184138649510,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408527,10.2.197.245,60281,154.241.88.201,80,240,0x10 ,226,***AP*** ,0x5667CECD ,0x3CD15865 ,0x1B00 ,20.0,0.0,0,0,0
 WEB-CGI faqmanager.cgi access  ,1,2,1573408527,10.2.197.245,60282,154.241.88.201,80,61,0x0 ,244,***AP*** ,0x5640502E ,0x3CC7BF79 ,0xB7 ,32.0,3.0,1466199138649571,0,0
 WEB-CGI faqmanager.cgi arbitrary file access attempt  ,1,1,1573408527,10.2.197.245,60282,154.241.88.201,80,61,0x0 ,244,***AP*** ,0x5640502E ,0x3CC7BF79 ,0xB7 ,32.0,3.0,1466199138649571,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573408527,10.2.197.245,60282,154.241.88.201,80,61,0x0 ,244,***AP*** ,0x5640502E ,0x3CC7BF79 ,0xB7 ,32.0,3.0,1466199138649571,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408527,10.2.197.245,60282,154.241.88.201,80,240,0x10 ,232,***AP*** ,0x5640502E ,0x3CC7C180 ,0x1B00 ,20.0,0.0,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408527,10.2.197.245,60282,154.241.88.201,80,240,0x10 ,232,***AP*** ,0x5640502E ,0x3CC7C180 ,0x1B00 ,20.0,0.0,0,0,0
 WEB-CGI search.cgi access  ,1,2,1573408527,10.2.197.245,60283,154.241.88.201,80,61,0x0 ,314,***AP*** ,0x56A85A06 ,0x3DA56D8D ,0xB7 ,32.0,3.0,1466214138649632,0,0
 ET WEB Philips VOIP841 Web Server Directory Traversal  ,1,1,1573408527,10.2.197.245,60283,154.241.88.201,80,61,0x0 ,314,***AP*** ,0x56A85A06 ,0x3DA56D8D ,0xB7 ,32.0,3.0,1466214138649632,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408527,10.2.197.245,60283,154.241.88.201,80,61,0x0 ,314,***AP*** ,0x56A85A06 ,0x3DA56D8D ,0xB7 ,32.0,3.0,1466214138649632,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408527,10.2.197.245,60283,154.241.88.201,80,240,0x10 ,302,***AP*** ,0x56A85A06 ,0x3DA57028 ,0x1B00 ,20.0,0.0,0,0,0
 WEB-CGI formmail access  ,1,2,1573408527,10.2.197.245,60284,154.241.88.201,80,61,0x0 ,301,***AP*** ,0x56499FC2 ,0x3DCA69DE ,0xB7 ,32.0,3.0,1466231138649698,0,0
 WEB-CGI formmail arbitrary command execution attempt  ,1,1,1573408527,10.2.197.245,60284,154.241.88.201,80,61,0x0 ,301,***AP*** ,0x56499FC2 ,0x3DCA69DE ,0xB7 ,32.0,3.0,1466231138649698,0,0
 WEB-MISC cat%20 access  ,1,2,1573408527,10.2.197.245,60284,154.241.88.201,80,61,0x0 ,301,***AP*** ,0x56499FC2 ,0x3DCA69DE ,0xB7 ,32.0,3.0,1466231138649698,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408527,10.2.197.245,60284,154.241.88.201,80,240,0x10 ,289,***AP*** ,0x56499FC2 ,0x3DCA6C63 ,0x1B00 ,20.0,0.0,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408527,10.2.197.245,60284,154.241.88.201,80,240,0x10 ,289,***AP*** ,0x56499FC2 ,0x3DCA6C63 ,0x1B00 ,20.0,0.0,0,0,0
 WEB-CGI formmail access  ,1,2,1573408527,10.2.197.245,60285,154.241.88.201,80,61,0x0 ,304,***AP*** ,0x56BC5D90 ,0x3D2D477E ,0xB7 ,32.0,3.0,1466247138649762,0,0
 WEB-CGI formmail arbitrary command execution attempt  ,1,1,1573408527,10.2.197.245,60285,154.241.88.201,80,61,0x0 ,304,***AP*** ,0x56BC5D90 ,0x3D2D477E ,0xB7 ,32.0,3.0,1466247138649762,0,0
 WEB-MISC cat%20 access  ,1,2,1573408527,10.2.197.245,60285,154.241.88.201,80,61,0x0 ,304,***AP*** ,0x56BC5D90 ,0x3D2D477E ,0xB7 ,32.0,3.0,1466247138649762,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408527,10.2.197.245,60285,154.241.88.201,80,240,0x10 ,292,***AP*** ,0x56BC5D90 ,0x3D2D4A09 ,0x1B00 ,20.0,0.0,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408527,10.2.197.245,60285,154.241.88.201,80,240,0x10 ,292,***AP*** ,0x56BC5D90 ,0x3D2D4A09 ,0x1B00 ,20.0,0.0,0,0,0
 WEB-CGI SIX webboard generate.cgi attempt  ,1,1,1573408527,10.2.197.245,60286,154.241.88.201,80,61,0x0 ,291,***AP*** ,0x5651DBB6 ,0x3DB9C616 ,0xB7 ,32.0,3.0,1466263138649826,0,0
 WEB-CGI SIX webboard generate.cgi access  ,1,2,1573408527,10.2.197.245,60286,154.241.88.201,80,61,0x0 ,291,***AP*** ,0x5651DBB6 ,0x3DB9C616 ,0xB7 ,32.0,3.0,1466263138649826,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573408527,10.2.197.245,60286,154.241.88.201,80,61,0x0 ,291,***AP*** ,0x5651DBB6 ,0x3DB9C616 ,0xB7 ,32.0,3.0,1466263138649826,0,0
 ET WEB WinIPDS Directory Traversal Vulnerabilities GET  ,1,1,1573408527,10.2.197.245,60286,154.241.88.201,80,240,0x10 ,279,***AP*** ,0x5651DBB6 ,0x3DB9C87B ,0x1B00 ,20.0,0.0,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408527,10.2.197.245,60286,154.241.88.201,80,240,0x10 ,279,***AP*** ,0x5651DBB6 ,0x3DB9C87B ,0x1B00 ,20.0,0.0,0,0,0
 WEB-CGI SIX webboard generate.cgi attempt  ,1,1,1573408527,10.2.197.245,60287,154.241.88.201,80,61,0x0 ,293,***AP*** ,0x572CA479 ,0x3D1D1E24 ,0xB7 ,32.0,3.0,1466278138649890,0,0
 WEB-CGI SIX webboard generate.cgi access  ,1,2,1573408527,10.2.197.245,60287,154.241.88.201,80,61,0x0 ,293,***AP*** ,0x572CA479 ,0x3D1D1E24 ,0xB7 ,32.0,3.0,1466278138649890,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573408527,10.2.197.245,60287,154.241.88.201,80,61,0x0 ,293,***AP*** ,0x572CA479 ,0x3D1D1E24 ,0xB7 ,32.0,3.0,1466278138649890,0,0
 ET WEB WinIPDS Directory Traversal Vulnerabilities GET  ,1,1,1573408527,10.2.197.245,60287,154.241.88.201,80,240,0x10 ,281,***AP*** ,0x572CA479 ,0x3D1D208D ,0x1B00 ,20.0,0.0,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408527,10.2.197.245,60287,154.241.88.201,80,240,0x10 ,281,***AP*** ,0x572CA479 ,0x3D1D208D ,0x1B00 ,20.0,0.0,0,0,0
 WEB-CGI SIX webboard generate.cgi attempt  ,1,1,1573408527,10.2.197.245,60288,154.241.88.201,80,61,0x0 ,288,***AP*** ,0x56EF2B2B ,0x3DE66F61 ,0xB7 ,32.0,3.0,1466295138649956,0,0
 WEB-CGI SIX webboard generate.cgi access  ,1,2,1573408527,10.2.197.245,60288,154.241.88.201,80,61,0x0 ,288,***AP*** ,0x56EF2B2B ,0x3DE66F61 ,0xB7 ,32.0,3.0,1466295138649956,0,0
 ET WEB Philips VOIP841 Web Server Directory Traversal  ,1,1,1573408527,10.2.197.245,60288,154.241.88.201,80,61,0x0 ,288,***AP*** ,0x56EF2B2B ,0x3DE66F61 ,0xB7 ,32.0,3.0,1466295138649956,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573408527,10.2.197.245,60288,154.241.88.201,80,240,0x10 ,276,***AP*** ,0x56EF2B2B ,0x3DE671C0 ,0x1B00 ,20.0,0.0,0,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408527,10.2.197.245,60288,154.241.88.201,80,240,0x10 ,276,***AP*** ,0x56EF2B2B ,0x3DE671C0 ,0x1B00 ,20.0,0.0,0,0,0
 WEB-CGI htmlscript access  ,1,2,1573408528,10.2.197.245,60289,154.241.88.201,80,61,0x0 ,262,***AP*** ,0x56CFC469 ,0x3DA73FC9 ,0xB7 ,32.0,3.0,1466312138650024,0,0
 WEB-CGI htmlscript attempt  ,1,1,1573408528,10.2.197.245,60289,154.241.88.201,80,61,0x0 ,262,***AP*** ,0x56CFC469 ,0x3DA73FC9 ,0xB7 ,32.0,3.0,1466312138650024,0,0
 ET WEB Philips VOIP841 Web Server Directory Traversal  ,1,1,1573408528,10.2.197.245,60289,154.241.88.201,80,61,0x0 ,262,***AP*** ,0x56CFC469 ,0x3DA73FC9 ,0xB7 ,32.0,3.0,1466312138650024,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408528,10.2.197.245,60289,154.241.88.201,80,240,0x10 ,250,***AP*** ,0x56CFC469 ,0x3DA741F0 ,0x1B00 ,20.0,0.0,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408528,10.2.197.245,60289,154.241.88.201,80,240,0x10 ,250,***AP*** ,0x56CFC469 ,0x3DA741F0 ,0x1B00 ,20.0,0.0,0,0,0
 WEB-MISC htgrep access  ,1,2,1573408528,10.2.197.245,60290,154.241.88.201,80,61,0x0 ,249,***AP*** ,0x56EEA4A8 ,0x3D2BDFFD ,0xB7 ,32.0,3.0,1466330138650095,0,0
 WEB-MISC htgrep attempt  ,1,1,1573408528,10.2.197.245,60290,154.241.88.201,80,61,0x0 ,249,***AP*** ,0x56EEA4A8 ,0x3D2BDFFD ,0xB7 ,32.0,3.0,1466330138650095,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408528,10.2.197.245,60290,154.241.88.201,80,61,0x0 ,249,***AP*** ,0x56EEA4A8 ,0x3D2BDFFD ,0xB7 ,32.0,3.0,1466330138650095,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408528,10.2.197.245,60290,154.241.88.201,80,240,0x10 ,237,***AP*** ,0x56EEA4A8 ,0x3D2BE20E ,0x1B00 ,20.0,0.0,0,0,0
 WEB-CGI HyperSeek hsx.cgi access  ,1,2,1573408528,10.2.197.245,60291,154.241.88.201,80,61,0x0 ,270,***AP*** ,0x575BACB9 ,0x3D6AAE49 ,0xB7 ,32.0,3.0,1466346138650160,0,0
 WEB-CGI HyperSeek hsx.cgi directory traversal attempt  ,1,1,1573408528,10.2.197.245,60291,154.241.88.201,80,61,0x0 ,270,***AP*** ,0x575BACB9 ,0x3D6AAE49 ,0xB7 ,32.0,3.0,1466346138650160,0,0
 ET WEB Philips VOIP841 Web Server Directory Traversal  ,1,1,1573408528,10.2.197.245,60291,154.241.88.201,80,61,0x0 ,270,***AP*** ,0x575BACB9 ,0x3D6AAE49 ,0xB7 ,32.0,3.0,1466346138650160,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573408528,10.2.197.245,60291,154.241.88.201,80,240,0x10 ,258,***AP*** ,0x575BACB9 ,0x3D6AB084 ,0x1B00 ,20.0,0.0,0,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408528,10.2.197.245,60291,154.241.88.201,80,240,0x10 ,258,***AP*** ,0x575BACB9 ,0x3D6AB084 ,0x1B00 ,20.0,0.0,0,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408528,10.2.197.245,60292,154.241.88.201,80,61,0x0 ,271,***AP*** ,0x56D4F001 ,0x3D9E86EA ,0xB7 ,32.0,3.0,1466363138650228,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408528,10.2.197.245,60292,154.241.88.201,80,61,0x0 ,271,***AP*** ,0x56D4F001 ,0x3D9E86EA ,0xB7 ,32.0,3.0,1466363138650228,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408528,10.2.197.245,60293,154.241.88.201,80,61,0x0 ,232,***AP*** ,0x56C0E2A1 ,0x3E26F347 ,0xB7 ,32.0,3.0,1466380138650295,0,0
 ET WEB Philips VOIP841 Web Server Directory Traversal  ,1,1,1573408528,10.2.197.245,60294,154.241.88.201,80,61,0x0 ,258,***AP*** ,0x5780891C ,0x3DFF29A7 ,0xB7 ,32.0,3.0,1466396138650361,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408528,10.2.197.245,60294,154.241.88.201,80,61,0x0 ,258,***AP*** ,0x5780891C ,0x3DFF29A7 ,0xB7 ,32.0,3.0,1466396138650361,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408528,10.2.197.245,60294,154.241.88.201,80,61,0x0 ,258,***AP*** ,0x5780891C ,0x3DFF29A7 ,0xB7 ,32.0,3.0,1466396138650361,0,0
 ET WEB Philips VOIP841 Web Server Directory Traversal  ,1,1,1573408528,10.2.197.245,60295,154.241.88.201,80,61,0x0 ,258,***AP*** ,0x57290A0C ,0x3E66CB2B ,0xB7 ,32.0,3.0,1466413138650426,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408528,10.2.197.245,60295,154.241.88.201,80,61,0x0 ,258,***AP*** ,0x57290A0C ,0x3E66CB2B ,0xB7 ,32.0,3.0,1466413138650426,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408528,10.2.197.245,60295,154.241.88.201,80,61,0x0 ,258,***AP*** ,0x57290A0C ,0x3E66CB2B ,0xB7 ,32.0,3.0,1466413138650426,0,0
 ET WEB Philips VOIP841 Web Server Directory Traversal  ,1,1,1573408528,10.2.197.245,60296,154.241.88.201,80,61,0x0 ,304,***AP*** ,0x5765E042 ,0x3D8FD05A ,0xB7 ,32.0,3.0,1466429138650491,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408528,10.2.197.245,60296,154.241.88.201,80,61,0x0 ,304,***AP*** ,0x5765E042 ,0x3D8FD05A ,0xB7 ,32.0,3.0,1466429138650491,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408528,10.2.197.245,60296,154.241.88.201,80,61,0x0 ,304,***AP*** ,0x5765E042 ,0x3D8FD05A ,0xB7 ,32.0,3.0,1466429138650491,0,0
 ET WEB Philips VOIP841 Web Server Directory Traversal  ,1,1,1573408528,10.2.197.245,60297,154.241.88.201,80,61,0x0 ,289,***AP*** ,0x578B4250 ,0x3DE22A32 ,0xB7 ,32.0,3.0,1466445138650555,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573408528,10.2.197.245,60297,154.241.88.201,80,61,0x0 ,289,***AP*** ,0x578B4250 ,0x3DE22A32 ,0xB7 ,32.0,3.0,1466445138650555,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408528,10.2.197.245,60297,154.241.88.201,80,61,0x0 ,289,***AP*** ,0x578B4250 ,0x3DE22A32 ,0xB7 ,32.0,3.0,1466445138650555,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408528,10.2.197.245,60297,154.241.88.201,80,240,0x10 ,277,***AP*** ,0x578B4250 ,0x3DE22C97 ,0x1B00 ,20.0,0.0,0,0,0
 WEB-CGI emumail.cgi NULL attempt  ,1,2,1573408528,10.2.197.245,60298,154.241.88.201,80,61,0x0 ,295,***AP*** ,0x576931C6 ,0x3E3AA463 ,0xB7 ,32.0,3.0,1466461138650619,0,0
 WEB-CGI emumail.cgi access  ,1,2,1573408528,10.2.197.245,60298,154.241.88.201,80,61,0x0 ,295,***AP*** ,0x576931C6 ,0x3E3AA463 ,0xB7 ,32.0,3.0,1466461138650619,0,0
 ET WEB Philips VOIP841 Web Server Directory Traversal  ,1,1,1573408528,10.2.197.245,60298,154.241.88.201,80,61,0x0 ,295,***AP*** ,0x576931C6 ,0x3E3AA463 ,0xB7 ,32.0,3.0,1466461138650619,0,0
 (http_inspect) IIS UNICODE CODEPOINT ENCODING  ,0,3,1573408528,10.2.198.240,34292,154.241.88.201,80,61,0x0 ,280,***AP*** ,0x27EE9196 ,0x3DD45AB2 ,0xB7 ,32.0,3.0,361381138650649,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573408528,10.2.197.245,60298,154.241.88.201,80,240,0x10 ,283,***AP*** ,0x576931C6 ,0x3E3AA6D0 ,0x1B00 ,20.0,0.0,0,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408528,10.2.197.245,60298,154.241.88.201,80,240,0x10 ,283,***AP*** ,0x576931C6 ,0x3E3AA6D0 ,0x1B00 ,20.0,0.0,0,0,0
