Action Performed,Connection Classification,Priority,Date-Time,Source IP,Source Port,Destination IP,Destination Port,Protocol,TimeToLive,TypeOfService,DataGram Length,All Flags,Seq, Ack, Win, TCP length, TCP Options, NOP NOP TS, MSS, NOP WS, SackOK TS
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408665,10.2.197.245,34070,154.241.88.201,80,TCP,61,0x0 ,234,***AP*** ,0xD728627A ,0xBE4577AE ,0xB7 ,32.0,3.0,1500764 138787845 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408665,10.2.197.245,34071,154.241.88.201,80,TCP,61,0x0 ,233,***AP*** ,0xD6F870D1 ,0xBE50193C ,0xB7 ,32.0,3.0,1500779 138787907 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408665,10.2.197.245,34072,154.241.88.201,80,TCP,61,0x0 ,209,***AP*** ,0xD74294B6 ,0xBDCE0B6D ,0xB7 ,32.0,3.0,1500795 138787970 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408665,10.2.197.245,34073,154.241.88.201,80,TCP,61,0x0 ,217,***AP*** ,0xD709F968 ,0xBE655441 ,0xB7 ,32.0,3.0,1500811 138788032 ,0,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408665,10.2.197.245,34074,154.241.88.201,80,TCP,61,0x0 ,315,***AP*** ,0xD77BEBCA ,0xBE1D270A ,0xB7 ,32.0,3.0,1500827 138788099 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408665,10.2.197.245,34074,154.241.88.201,80,TCP,61,0x0 ,315,***AP*** ,0xD77BEBCA ,0xBE1D270A ,0xB7 ,32.0,3.0,1500827 138788099 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408665,10.2.197.245,34075,154.241.88.201,80,TCP,61,0x0 ,217,***AP*** ,0xD71D6437 ,0xBE487C5A ,0xB7 ,32.0,3.0,1500845 138788170 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408665,10.2.197.245,34076,154.241.88.201,80,TCP,61,0x0 ,211,***AP*** ,0xD75018EA ,0xBDF0825B ,0xB7 ,32.0,3.0,1500862 138788239 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408665,10.2.197.245,34077,154.241.88.201,80,TCP,61,0x0 ,224,***AP*** ,0xD8190013 ,0xBE8BEFAA ,0xB7 ,32.0,3.0,1500880 138788307 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408665,10.2.197.245,34078,154.241.88.201,80,TCP,61,0x0 ,221,***AP*** ,0xD7A74D89 ,0xBDFB3DB1 ,0xB7 ,32.0,3.0,1500898 138788380 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408665,10.2.197.245,34079,154.241.88.201,80,TCP,61,0x0 ,219,***AP*** ,0xD7DC0124 ,0xBE530FB9 ,0xB7 ,32.0,3.0,1500914 138788445 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408665,10.2.197.245,34080,154.241.88.201,80,TCP,61,0x0 ,223,***AP*** ,0xD850963A ,0xBE2BBEB2 ,0xB7 ,32.0,3.0,1500931 138788513 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408665,10.2.197.245,34081,154.241.88.201,80,TCP,61,0x0 ,224,***AP*** ,0xD8661494 ,0xBE44AFC5 ,0xB7 ,32.0,3.0,1500950 138788591 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408666,10.2.197.245,34082,154.241.88.201,80,TCP,61,0x0 ,254,***AP*** ,0xD88E078B ,0xBEF90D55 ,0xB7 ,32.0,3.0,1500968 138788661 ,0,0,0
 WEB-PHP read_body.php access attempt  ,1,2,1573408666,10.2.197.245,34083,154.241.88.201,80,TCP,61,0x0 ,227,***AP*** ,0xD831929B ,0xBF19F240 ,0xB7 ,32.0,3.0,1500985 138788730 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408666,10.2.197.245,34083,154.241.88.201,80,TCP,61,0x0 ,227,***AP*** ,0xD831929B ,0xBF19F240 ,0xB7 ,32.0,3.0,1500985 138788730 ,0,0,0
 WEB-MISC WEB-INF access  ,1,2,1573408666,10.2.197.245,34084,154.241.88.201,80,TCP,61,0x0 ,235,***AP*** ,0xD8445AFA ,0xBEEF3401 ,0xB7 ,32.0,3.0,1501001 138788795 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408666,10.2.197.245,34084,154.241.88.201,80,TCP,61,0x0 ,235,***AP*** ,0xD8445AFA ,0xBEEF3401 ,0xB7 ,32.0,3.0,1501001 138788795 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408666,10.2.197.245,34085,154.241.88.201,80,TCP,61,0x0 ,220,***AP*** ,0xD85BE847 ,0xBF555D71 ,0xB7 ,32.0,3.0,1501018 138788862 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408666,10.2.197.245,34086,154.241.88.201,80,TCP,61,0x0 ,221,***AP*** ,0xD872C539 ,0xBED06F3D ,0xB7 ,32.0,3.0,1501035 138788931 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408666,10.2.197.245,34087,154.241.88.201,80,TCP,61,0x0 ,218,***AP*** ,0xD7F74997 ,0xBF0E6D8B ,0xB7 ,32.0,3.0,1501052 138788997 ,0,0,0
 WEB-CGI yabb access  ,1,2,1573408666,10.2.197.245,34088,154.241.88.201,80,TCP,61,0x0 ,221,***AP*** ,0xD8262CC2 ,0xBF3292F0 ,0xB7 ,32.0,3.0,1501070 138789068 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408666,10.2.197.245,34088,154.241.88.201,80,TCP,61,0x0 ,221,***AP*** ,0xD8262CC2 ,0xBF3292F0 ,0xB7 ,32.0,3.0,1501070 138789068 ,0,0,0
 WEB-CGI yabb access  ,1,2,1573408666,10.2.197.245,34089,154.241.88.201,80,TCP,61,0x0 ,229,***AP*** ,0xD8D41542 ,0xBEB26E63 ,0xB7 ,32.0,3.0,1501086 138789134 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408666,10.2.197.245,34089,154.241.88.201,80,TCP,61,0x0 ,229,***AP*** ,0xD8D41542 ,0xBEB26E63 ,0xB7 ,32.0,3.0,1501086 138789134 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408666,10.2.197.245,34090,154.241.88.201,80,TCP,61,0x0 ,220,***AP*** ,0xD8112B18 ,0xBF4A364C ,0xB7 ,32.0,3.0,1501102 138789196 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408666,10.2.197.245,34091,154.241.88.201,80,TCP,61,0x0 ,211,***AP*** ,0xD86932E8 ,0xBFB72657 ,0xB7 ,32.0,3.0,1501117 138789256 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408666,10.2.197.245,34092,154.241.88.201,80,TCP,61,0x0 ,222,***AP*** ,0xD8C93771 ,0xBF86FD6C ,0xB7 ,32.0,3.0,1501132 138789318 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408666,10.2.197.245,34093,154.241.88.201,80,TCP,61,0x0 ,221,***AP*** ,0xD900CE65 ,0xBEF3BC81 ,0xB7 ,32.0,3.0,1501149 138789385 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408666,10.2.197.245,34094,154.241.88.201,80,TCP,61,0x0 ,223,***AP*** ,0xD8A61A60 ,0xBFC60C3D ,0xB7 ,32.0,3.0,1501165 138789450 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408666,10.2.197.245,34095,154.241.88.201,80,TCP,61,0x0 ,226,***AP*** ,0xD94C5679 ,0xBF3CDB28 ,0xB7 ,32.0,3.0,1501180 138789511 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408666,10.2.197.245,34096,154.241.88.201,80,TCP,61,0x0 ,235,***AP*** ,0xD89CB6F8 ,0xBFA6CA8D ,0xB7 ,32.0,3.0,1501196 138789573 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408666,10.2.197.245,34097,154.241.88.201,80,TCP,61,0x0 ,231,***AP*** ,0xD93FBA6E ,0xC0145D7C ,0xB7 ,32.0,3.0,1501212 138789636 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408667,10.2.197.245,34098,154.241.88.201,80,TCP,61,0x0 ,220,***AP*** ,0xD8E0B5BB ,0xBF501727 ,0xB7 ,32.0,3.0,1501227 138789697 ,0,0,0
 WEB-CGI bb-histlog.sh access  ,1,2,1573408667,10.2.197.245,34099,154.241.88.201,80,TCP,61,0x0 ,224,***AP*** ,0xD931CD4A ,0xBF99B7D8 ,0xB7 ,32.0,3.0,1501242 138789759 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408667,10.2.197.245,34099,154.241.88.201,80,TCP,61,0x0 ,224,***AP*** ,0xD931CD4A ,0xBF99B7D8 ,0xB7 ,32.0,3.0,1501242 138789759 ,0,0,0
 WEB-CGI bb-rep.sh access  ,1,2,1573408667,10.2.197.245,34100,154.241.88.201,80,TCP,61,0x0 ,220,***AP*** ,0xD93C08A7 ,0xBFEE6C15 ,0xB7 ,32.0,3.0,1501258 138789820 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408667,10.2.197.245,34100,154.241.88.201,80,TCP,61,0x0 ,220,***AP*** ,0xD93C08A7 ,0xBFEE6C15 ,0xB7 ,32.0,3.0,1501258 138789820 ,0,0,0
 WEB-CGI bb-replog.sh access  ,1,2,1573408667,10.2.197.245,44490,154.241.88.201,80,TCP,61,0x0 ,223,***AP*** ,0xDA0AC59F ,0xBFD3907A ,0xB7 ,32.0,3.0,1501273 138789881 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408667,10.2.197.245,44490,154.241.88.201,80,TCP,61,0x0 ,223,***AP*** ,0xDA0AC59F ,0xBFD3907A ,0xB7 ,32.0,3.0,1501273 138789881 ,0,0,0
 WEB-CGI bbs_forum.cgi access  ,1,2,1573408667,10.2.197.245,44491,154.241.88.201,80,TCP,61,0x0 ,224,***AP*** ,0xDA3536E0 ,0xC0281B23 ,0xB7 ,32.0,3.0,1501288 138789943 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408667,10.2.197.245,44491,154.241.88.201,80,TCP,61,0x0 ,224,***AP*** ,0xDA3536E0 ,0xC0281B23 ,0xB7 ,32.0,3.0,1501288 138789943 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408667,10.2.197.245,44492,154.241.88.201,80,TCP,61,0x0 ,220,***AP*** ,0xD9D249A1 ,0xC054C1A2 ,0xB7 ,32.0,3.0,1501304 138790006 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408667,10.2.197.245,44493,154.241.88.201,80,TCP,61,0x0 ,224,***AP*** ,0xDA941C72 ,0xC010174B ,0xB7 ,32.0,3.0,1501320 138790070 ,0,0,0
 WEB-CGI cached_feed.cgi moreover shopping cart access  ,1,2,1573408667,10.2.197.245,44494,154.241.88.201,80,TCP,61,0x0 ,226,***AP*** ,0xDA6D6DF2 ,0xC0413254 ,0xB7 ,32.0,3.0,1501336 138790134 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408667,10.2.197.245,44494,154.241.88.201,80,TCP,61,0x0 ,226,***AP*** ,0xDA6D6DF2 ,0xC0413254 ,0xB7 ,32.0,3.0,1501336 138790134 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408667,10.2.197.245,44495,154.241.88.201,80,TCP,61,0x0 ,228,***AP*** ,0xDAB73AEC ,0xC034C154 ,0xB7 ,32.0,3.0,1501351 138790194 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408667,10.2.197.245,44496,154.241.88.201,80,TCP,61,0x0 ,226,***AP*** ,0xDAB18723 ,0xC0306BAE ,0xB7 ,32.0,3.0,1501366 138790255 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408667,10.2.197.245,44497,154.241.88.201,80,TCP,61,0x0 ,226,***AP*** ,0xDAC4CF10 ,0xBFE5E2CE ,0xB7 ,32.0,3.0,1501382 138790316 ,0,0,0
 WEB-CGI cgforum.cgi access  ,1,2,1573408667,10.2.197.245,44498,154.241.88.201,80,TCP,61,0x0 ,222,***AP*** ,0xDAF8FD72 ,0xC0250DF2 ,0xB7 ,32.0,3.0,1501397 138790379 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408667,10.2.197.245,44498,154.241.88.201,80,TCP,61,0x0 ,222,***AP*** ,0xDAF8FD72 ,0xC0250DF2 ,0xB7 ,32.0,3.0,1501397 138790379 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408667,10.2.197.245,44499,154.241.88.201,80,TCP,61,0x0 ,234,***AP*** ,0xDA3E0946 ,0xC0882BCA ,0xB7 ,32.0,3.0,1501413 138790442 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408667,10.2.197.245,44500,154.241.88.201,80,TCP,61,0x0 ,228,***AP*** ,0xDAA3F6E2 ,0xC093CB81 ,0xB7 ,32.0,3.0,1501429 138790508 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408667,10.2.197.245,44501,154.241.88.201,80,TCP,61,0x0 ,224,***AP*** ,0xDACA651F ,0xC0DBC7E0 ,0xB7 ,32.0,3.0,1501447 138790579 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408667,10.2.197.245,44502,154.241.88.201,80,TCP,61,0x0 ,222,***AP*** ,0xDACA12DB ,0xC05F8AF5 ,0xB7 ,32.0,3.0,1501464 138790647 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408668,10.2.197.245,44503,154.241.88.201,80,TCP,61,0x0 ,224,***AP*** ,0xDAA8A138 ,0xC02DB88C ,0xB7 ,32.0,3.0,1501481 138790715 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408668,10.2.197.245,44504,154.241.88.201,80,TCP,61,0x0 ,228,***AP*** ,0xDAC82C09 ,0xC05E8281 ,0xB7 ,32.0,3.0,1501497 138790778 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408668,10.2.197.245,44505,154.241.88.201,80,TCP,61,0x0 ,228,***AP*** ,0xDB6D4162 ,0xC12E6F5A ,0xB7 ,32.0,3.0,1501513 138790842 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408668,10.2.197.245,44506,154.241.88.201,80,TCP,61,0x0 ,228,***AP*** ,0xDB5BFB50 ,0xC13DA87E ,0xB7 ,32.0,3.0,1501529 138790905 ,0,0,0
 WEB-CGI CSMailto.cgi access  ,1,2,1573408668,10.2.197.245,44507,154.241.88.201,80,TCP,61,0x0 ,223,***AP*** ,0xDAC28D3C ,0xC09D0AF2 ,0xB7 ,32.0,3.0,1501545 138790970 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408668,10.2.197.245,44507,154.241.88.201,80,TCP,61,0x0 ,223,***AP*** ,0xDAC28D3C ,0xC09D0AF2 ,0xB7 ,32.0,3.0,1501545 138790970 ,0,0,0
 WEB-CGI CSMailto.cgi access  ,1,2,1573408668,10.2.197.245,44508,154.241.88.201,80,TCP,61,0x0 ,232,***AP*** ,0xDB1A0B60 ,0xC12BA8F5 ,0xB7 ,32.0,3.0,1501561 138791034 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408668,10.2.197.245,44508,154.241.88.201,80,TCP,61,0x0 ,232,***AP*** ,0xDB1A0B60 ,0xC12BA8F5 ,0xB7 ,32.0,3.0,1501561 138791034 ,0,0,0
 WEB-CGI csNews.cgi access  ,1,2,1573408668,10.2.197.245,44509,154.241.88.201,80,TCP,61,0x0 ,221,***AP*** ,0xDBA32665 ,0xC08EE6C1 ,0xB7 ,32.0,3.0,1501576 138791095 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408668,10.2.197.245,44509,154.241.88.201,80,TCP,61,0x0 ,221,***AP*** ,0xDBA32665 ,0xC08EE6C1 ,0xB7 ,32.0,3.0,1501576 138791095 ,0,0,0
 WEB-CGI csPassword.cgi access  ,1,2,1573408668,10.2.197.245,44510,154.241.88.201,80,TCP,61,0x0 ,225,***AP*** ,0xDB9D058A ,0xC114B1D3 ,0xB7 ,32.0,3.0,1501591 138791155 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408668,10.2.197.245,44510,154.241.88.201,80,TCP,61,0x0 ,225,***AP*** ,0xDB9D058A ,0xC114B1D3 ,0xB7 ,32.0,3.0,1501591 138791155 ,0,0,0
 WEB-CGI csPassword.cgi access  ,1,2,1573408668,10.2.197.245,44511,154.241.88.201,80,TCP,61,0x0 ,236,***AP*** ,0xDB9350E1 ,0xC0A17C22 ,0xB7 ,32.0,3.0,1501606 138791215 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408668,10.2.197.245,44511,154.241.88.201,80,TCP,61,0x0 ,236,***AP*** ,0xDB9350E1 ,0xC0A17C22 ,0xB7 ,32.0,3.0,1501606 138791215 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408668,10.2.197.245,44512,154.241.88.201,80,TCP,61,0x0 ,228,***AP*** ,0xDBAC7FB2 ,0xC1A06DC1 ,0xB7 ,32.0,3.0,1501622 138791278 ,0,0,0
 WEB-CGI day5datanotifier.cgi access  ,1,2,1573408668,10.2.197.245,44513,154.241.88.201,80,TCP,61,0x0 ,231,***AP*** ,0xDC054C54 ,0xC1636AD2 ,0xB7 ,32.0,3.0,1501637 138791338 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408668,10.2.197.245,44513,154.241.88.201,80,TCP,61,0x0 ,231,***AP*** ,0xDC054C54 ,0xC1636AD2 ,0xB7 ,32.0,3.0,1501637 138791338 ,0,0,0
 WEB-CGI db2www access  ,1,2,1573408668,10.2.197.245,44514,154.241.88.201,80,TCP,61,0x0 ,243,***AP*** ,0xDB8E3775 ,0xC14296AC ,0xB7 ,32.0,3.0,1501653 138791402 ,0,0,0
 WEB-CGI document.d2w access  ,1,2,1573408668,10.2.197.245,44514,154.241.88.201,80,TCP,61,0x0 ,243,***AP*** ,0xDB8E3775 ,0xC14296AC ,0xB7 ,32.0,3.0,1501653 138791402 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408668,10.2.197.245,44514,154.241.88.201,80,TCP,61,0x0 ,243,***AP*** ,0xDB8E3775 ,0xC14296AC ,0xB7 ,32.0,3.0,1501653 138791402 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408668,10.2.197.245,44515,154.241.88.201,80,TCP,61,0x0 ,225,***AP*** ,0xDC028981 ,0xC1110B48 ,0xB7 ,32.0,3.0,1501669 138791464 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408668,10.2.197.245,44516,154.241.88.201,80,TCP,61,0x0 ,224,***AP*** ,0xDB517DA9 ,0xC1482747 ,0xB7 ,32.0,3.0,1501685 138791528 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408668,10.2.197.245,44517,154.241.88.201,80,TCP,61,0x0 ,219,***AP*** ,0xDBC6919D ,0xC13B343A ,0xB7 ,32.0,3.0,1501700 138791590 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408668,10.2.197.245,44518,154.241.88.201,80,TCP,61,0x0 ,220,***AP*** ,0xDC4033DF ,0xC15569F4 ,0xB7 ,32.0,3.0,1501716 138791655 ,0,0,0
 WEB-CGI loadpage.cgi access  ,1,2,1573408669,10.2.197.245,44519,154.241.88.201,80,TCP,61,0x0 ,234,***AP*** ,0xDC1B7734 ,0xC14B6909 ,0xB7 ,32.0,3.0,1501732 138791719 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408669,10.2.197.245,44519,154.241.88.201,80,TCP,61,0x0 ,234,***AP*** ,0xDC1B7734 ,0xC14B6909 ,0xB7 ,32.0,3.0,1501732 138791719 ,0,0,0
 WEB-CGI loadpage.cgi access  ,1,2,1573408669,10.2.197.245,44520,154.241.88.201,80,TCP,61,0x0 ,234,***AP*** ,0xDC2FB213 ,0xC129B7D3 ,0xB7 ,32.0,3.0,1501748 138791781 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408669,10.2.197.245,44520,154.241.88.201,80,TCP,61,0x0 ,234,***AP*** ,0xDC2FB213 ,0xC129B7D3 ,0xB7 ,32.0,3.0,1501748 138791781 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408669,10.2.197.245,44521,154.241.88.201,80,TCP,61,0x0 ,233,***AP*** ,0xDBD907FA ,0xC13DE567 ,0xB7 ,32.0,3.0,1501763 138791841 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408669,10.2.197.245,44522,154.241.88.201,80,TCP,61,0x0 ,230,***AP*** ,0xDBF5D871 ,0xC17712FF ,0xB7 ,32.0,3.0,1501779 138791904 ,0,0,0
 WEB-CGI imageFolio.cgi access  ,1,2,1573408669,10.2.197.245,44523,154.241.88.201,80,TCP,61,0x0 ,225,***AP*** ,0xDC572C30 ,0xC1DAA4BF ,0xB7 ,32.0,3.0,1501794 138791966 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408669,10.2.197.245,44523,154.241.88.201,80,TCP,61,0x0 ,225,***AP*** ,0xDC572C30 ,0xC1DAA4BF ,0xB7 ,32.0,3.0,1501794 138791966 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408669,10.2.197.245,44524,154.241.88.201,80,TCP,61,0x0 ,237,***AP*** ,0xDC718D2B ,0xC2168097 ,0xB7 ,32.0,3.0,1501811 138792034 ,0,0,0
 ET WEB-MISC Poison Null Byte  ,1,2,1573408669,10.2.197.245,44525,154.241.88.201,80,TCP,61,0x0 ,244,***AP*** ,0xDBED2A00 ,0xC1746C8F ,0xB7 ,32.0,3.0,1501828 138792101 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408669,10.2.197.245,44525,154.241.88.201,80,TCP,61,0x0 ,244,***AP*** ,0xDBED2A00 ,0xC1746C8F ,0xB7 ,32.0,3.0,1501828 138792101 ,0,0,0
 ET WEB Philips VOIP841 Web Server Directory Traversal  ,1,1,1573408669,10.2.197.245,44526,154.241.88.201,80,TCP,61,0x0 ,307,***AP*** ,0xDC334826 ,0xC237E770 ,0xB7 ,32.0,3.0,1501845 138792163 ,0,0,0
 WEB-MISC /etc/passwd  ,1,2,1573408669,10.2.197.245,44526,154.241.88.201,80,TCP,61,0x0 ,307,***AP*** ,0xDC334826 ,0xC237E770 ,0xB7 ,32.0,3.0,1501845 138792163 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408669,10.2.197.245,44526,154.241.88.201,80,TCP,61,0x0 ,307,***AP*** ,0xDC334826 ,0xC237E770 ,0xB7 ,32.0,3.0,1501845 138792163 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408669,10.2.197.245,44527,154.241.88.201,80,TCP,61,0x0 ,223,***AP*** ,0xDCBFD343 ,0xC26741CB ,0xB7 ,32.0,3.0,1501863 138792234 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408669,10.2.197.245,44528,154.241.88.201,80,TCP,61,0x0 ,224,***AP*** ,0xDCD0CB2A ,0xC263B481 ,0xB7 ,32.0,3.0,1501878 138792303 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408669,10.2.197.245,44529,154.241.88.201,80,TCP,61,0x0 ,248,***AP*** ,0xDCE74DFD ,0xC1F8F2E0 ,0xB7 ,32.0,3.0,1501894 138792365 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408669,10.2.197.245,44530,154.241.88.201,80,TCP,61,0x0 ,261,***AP*** ,0xDCE495BF ,0xC252BC97 ,0xB7 ,32.0,3.0,1501911 138792434 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408669,10.2.197.245,44531,154.241.88.201,80,TCP,61,0x0 ,226,***AP*** ,0xDCFDA246 ,0xC2B0134B ,0xB7 ,32.0,3.0,1501928 138792504 ,0,0,0
 WEB-CGI nph-exploitscanget.cgi access  ,1,2,1573408669,10.2.197.245,44532,154.241.88.201,80,TCP,61,0x0 ,233,***AP*** ,0xDCC6355A ,0xC2931A59 ,0xB7 ,32.0,3.0,1501945 138792570 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408669,10.2.197.245,44532,154.241.88.201,80,TCP,61,0x0 ,233,***AP*** ,0xDCC6355A ,0xC2931A59 ,0xB7 ,32.0,3.0,1501945 138792570 ,0,0,0
 WEB-CGI NPH-publish access  ,1,2,1573408669,10.2.197.245,44533,154.241.88.201,80,TCP,61,0x0 ,226,***AP*** ,0xDD17B535 ,0xC2A7EB2E ,0xB7 ,32.0,3.0,1501961 138792634 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408669,10.2.197.245,44533,154.241.88.201,80,TCP,61,0x0 ,226,***AP*** ,0xDD17B535 ,0xC2A7EB2E ,0xB7 ,32.0,3.0,1501961 138792634 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408670,10.2.197.245,44534,154.241.88.201,80,TCP,61,0x0 ,221,***AP*** ,0xDC72860B ,0xC24AFD6C ,0xB7 ,32.0,3.0,1501977 138792699 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408670,10.2.197.245,44535,154.241.88.201,80,TCP,61,0x0 ,218,***AP*** ,0xDC7DD012 ,0xC2F980AF ,0xB7 ,32.0,3.0,1501994 138792765 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408670,10.2.197.245,44536,154.241.88.201,80,TCP,61,0x0 ,222,***AP*** ,0xDCA4C9C1 ,0xC2F5F037 ,0xB7 ,32.0,3.0,1502011 138792836 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408670,10.2.197.245,44537,154.241.88.201,80,TCP,61,0x0 ,224,***AP*** ,0xDCBCF540 ,0xC2D044A4 ,0xB7 ,32.0,3.0,1502027 138792897 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408670,10.2.197.245,44538,154.241.88.201,80,TCP,61,0x0 ,222,***AP*** ,0xDD75793C ,0xC3148E28 ,0xB7 ,32.0,3.0,1502042 138792959 ,0,0,0
 WEB-MISC shopping cart access  ,1,2,1573408670,10.2.197.245,44539,154.241.88.201,80,TCP,61,0x0 ,224,***AP*** ,0xDD2FD123 ,0xC25346C0 ,0xB7 ,32.0,3.0,1502059 138793025 ,0,0,0
 ET SCAN Nikto Web App Scan in Progress  ,1,1,1573408670,10.2.197.245,44539,154.241.88.201,80,TCP,61,0x0 ,224,***AP*** ,0xDD2FD123 ,0xC25346C0 ,0xB7 ,32.0,3.0,1502059 138793025 ,0,0,0
 WEB-CGI register.cgi access  ,1,2,1573408670,10.2.197.245,44540,154.241.88.201,80,TCP,61,0x0 ,223,***AP*** ,0xDD535BEA ,0xC2CCD20D ,0xB7 ,32.0,3.0,1502077 138793096 ,0,0,0
